order_id,customer_id,order_date,item,quantity,unit_price
2224,5208,2025-02-03,Widget C,6,84.00
2225,6954,2021-02-07,Gadget Y,8,79.48
2226,6091,2025-10-25,Gadget Y,5,103.18
2227,1008,2021-02-22,Doohickey,4,37.35
2228,6200,2023-01-11,Gadget Y,8,87.03
2229,7681,2023-10-16,Widget C,9,188.07
2230,4906,2025-01-15,Widget C,5,19.47
2231,6664,2022-12-12,Widget B,3,123.85
2232,5005,2020-07-16,Gadget X,10,167.61
2233,6374,2022-07-27,Doohickey,9,111.02
2234,231,2020-03-11,Thingamajig,7,38.63
2235,1035,2022-11-10,Gadget X,3,39.35
2236,9696,2023-05-04,Gadget Y,7,174.76
2237,3955,2025-09-26,Doohickey,10,170.36
2238,4905,2024-11-21,Doohickey,10,166.46
2239,5660,2024-11-09,Widget C,1,149.15
2240,1240,2024-08-03,Widget C,8,175.06
2241,4848,2022-06-21,Widget C,8,26.47
2242,8758,2019-06-12,Doohickey,2,100.58
2243,5595,2025-10-03,Widget A,7,181.36
2244,1949,2024-05-22,Thingamajig,2,195.82
2245,4169,2025-04-24,Thingamajig,10,155.96
2246,3970,2022-01-03,Widget A,8,54.53
2247,9901,2018-08-19,Gadget Y,4,120.55
2248,8578,2019-12-26,Widget B,4,167.85
2249,7299,2024-12-20,Widget A,9,58.07
2250,7943,2025-09-11,Widget B,8,79.23
2251,7379,2025-02-28,Doohickey,9,58.95
2252,7307,2020-04-27,Widget C,10,127.25
2253,7523,2017-10-07,Gadget X,3,54.00
2254,9237,2025-10-28,Thingamajig,5,124.94
2255,4761,2024-08-03,Gadget Y,10,87.60
2256,9047,2025-08-07,Widget A,10,73.55
2257,3591,2020-04-09,Widget C,4,183.63
2258,9513,2024-04-16,Thingamajig,10,172.75
2259,8391,2016-03-12,Widget A,4,132.10
2260,3709,2020-02-21,Widget B,3,112.02
2261,4853,2025-04-04,Gadget X,6,5.56
2262,290,2019-04-19,Gadget X,6,136.29
2263,6054,2022-07-13,Widget C,5,197.91
2264,6924,2022-05-25,Widget A,2,70.45
2265,2616,2025-02-20,Widget C,7,142.82
2266,6766,2021-11-21,Gadget Z,3,79.84
2267,3743,2022-03-06,Widget B,1,88.13
2268,1836,2024-02-11,Gadget X,9,39.01
2269,1493,2024-10-12,Gadget X,9,190.09
2270,7374,2024-11-19,Widget B,9,102.23
2271,2431,2025-03-22,Widget C,7,147.56
2272,3116,2025-08-14,Doohickey,5,189.82
2273,3627,2024-03-05,Widget C,1,180.74
2274,997,2022-12-24,Doohickey,1,104.47
2275,524,2024-03-16,Widget A,2,46.25
2276,9367,2024-07-03,Gadget X,7,93.12
2277,5975,2025-09-25,Gadget Y,1,187.65
2278,4068,2023-07-14,Gadget Z,1,19.94
2279,2503,2019-05-18,Doohickey,3,130.15
2280,3975,2023-06-02,Widget B,4,175.94
2281,6107,2020-12-14,Gadget X,3,150.35
2282,9581,2025-05-12,Thingamajig,8,131.02
2283,1091,2024-05-24,Widget B,2,144.32
2284,6070,2019-07-25,Widget B,8,89.39
2285,8425,2020-12-22,Widget B,1,181.89
2286,7670,2023-12-17,Doohickey,2,89.59
2287,5418,2021-11-11,Widget B,5,180.16
2288,4824,2024-07-31,Doohickey,10,125.04
2289,4895,2022-06-15,Gadget Y,4,179.79
2290,2108,2025-11-01,Widget B,2,77.35
2291,81,2023-12-02,Doohickey,7,110.77
2292,2574,2019-02-07,Widget C,3,165.99
2293,5799,2022-04-30,Gadget Y,6,139.22
2294,5792,2025-01-25,Widget A,2,86.33
2295,8201,2024-12-13,Gadget Y,6,35.75
2296,1478,2024-07-01,Gadget X,3,37.26
2297,6521,2024-09-30,Widget A,10,29.89
2298,7747,2022-09-20,Gadget X,8,46.38
2299,652,2023-02-14,Widget A,5,59.18
2300,6317,2021-04-25,Gadget Z,10,112.67
2301,1335,2020-05-06,Widget B,9,115.14
2302,4571,2025-10-13,Thingamajig,10,147.26
2303,4749,2025-09-18,Widget A,7,115.20
2304,9314,2025-02-26,Widget B,8,77.21
2305,5927,2018-04-19,Widget B,8,57.20
2306,9569,2023-11-20,Widget C,4,101.89
2307,5818,2025-08-31,Thingamajig,5,156.04
2308,5713,2019-08-08,Widget C,6,25.04
2309,4820,2024-06-19,Doohickey,7,27.08
2310,6479,2025-10-24,Gadget Y,7,53.78
2311,4807,2021-09-02,Widget A,6,186.18
2312,5128,2023-01-12,Widget C,9,194.48
2313,587,2021-01-31,Doohickey,6,36.17
2314,1932,2025-10-06,Widget C,1,20.67
2315,5891,2017-10-04,Thingamajig,1,12.72
2316,6834,2024-08-12,Widget B,8,39.84
2317,5586,2023-04-01,Doohickey,2,127.18
2318,7498,2024-05-29,Thingamajig,8,167.06
2319,5038,2024-10-18,Widget B,9,16.17
2320,1189,2025-08-03,Gadget X,1,122.82
2321,140,2024-06-06,Gadget Z,8,193.19
2322,9595,2025-05-17,Gadget Z,4,102.16
2323,8672,2025-11-04,Widget B,4,193.99
2324,2301,2024-07-06,Widget A,10,27.32
2325,9944,2025-11-01,Widget B,8,164.05
2326,407,2021-05-03,Gadget X,8,68.18
2327,8958,2025-09-16,Doohickey,7,15.35
2328,4113,2025-08-07,Thingamajig,8,168.55
2329,4674,2022-08-15,Widget B,6,176.93
2330,8512,2025-06-20,Gadget Z,1,136.82
2331,6046,2024-01-20,Gadget Z,6,188.43
2332,1396,2020-10-21,Gadget Z,6,156.52
2333,4325,2024-05-23,Doohickey,7,131.79
2334,5202,2023-10-02,Gadget X,9,53.20
2335,9992,2023-11-16,Gadget Z,9,30.15
2336,694,2017-08-06,Thingamajig,1,136.12
2337,8450,2025-07-28,Widget C,6,157.12
2338,6925,2023-08-28,Widget C,5,157.70
2339,5439,2021-07-19,Widget B,4,45.27
2340,6217,2025-08-15,Widget A,9,30.87
2341,310,2025-08-19,Doohickey,5,139.51
2342,7100,2022-10-25,Gadget Z,6,136.34
2343,6737,2021-11-04,Gadget Z,6,31.97
2344,5822,2020-02-22,Gadget X,2,105.43
2345,2078,2021-01-30,Widget B,3,45.13
2346,123,2024-11-02,Gadget Y,6,132.26
2347,9057,2023-03-07,Gadget Z,10,34.39
2348,8579,2022-12-04,Widget B,6,66.75
2349,556,2025-07-28,Gadget X,6,168.89
2350,1558,2022-05-10,Gadget X,3,21.25
2351,4136,2025-02-22,Widget C,6,44.72
2352,4681,2025-10-30,Widget B,5,107.96
2353,9838,2024-04-28,Gadget Z,3,158.77
2354,9547,2021-03-13,Doohickey,4,135.86
2355,862,2021-12-31,Gadget X,6,128.84
2356,9331,2025-08-28,Widget C,2,123.83
2357,9045,2023-10-08,Thingamajig,6,129.64
2358,3837,2022-04-07,Gadget Z,7,184.44
2359,8221,2024-11-18,Gadget X,8,75.67
2360,1172,2024-05-19,Gadget Z,1,70.32
2361,1512,2025-04-27,Widget A,7,179.04
2362,2075,2023-06-14,Thingamajig,9,130.09
2363,1330,2020-11-10,Gadget X,7,68.88
2364,6913,2023-06-27,Gadget Z,4,33.17
2365,1348,2018-01-13,Widget A,4,186.44
2366,1195,2025-04-23,Gadget X,1,81.32
2367,2687,2024-02-26,Gadget Y,8,51.64
2368,7607,2022-01-31,Widget B,5,38.34
2369,4413,2025-10-08,Doohickey,9,71.72
2370,8476,2025-06-21,Widget A,4,160.07
2371,6200,2019-11-27,Gadget Y,10,35.26
2372,1090,2025-10-29,Widget A,4,20.55
2373,7589,2020-04-17,Gadget Y,7,51.44
2374,7185,2024-06-13,Widget B,5,86.19
2375,896,2023-09-16,Thingamajig,3,43.58
2376,1245,2023-04-16,Gadget X,10,83.36
2377,6359,2021-03-05,Gadget Y,10,132.35
2378,5301,2024-03-28,Widget B,2,68.48
2379,3034,2018-06-23,Gadget X,1,62.75
2380,2117,2024-06-01,Widget B,6,30.37
2381,1588,2022-11-12,Widget A,9,133.35
2382,8687,2023-11-23,Gadget Z,9,193.04
2383,3091,2024-09-12,Gadget Y,9,58.38
2384,2968,2021-12-16,Widget B,9,139.42
2385,5136,2025-11-03,Gadget Y,10,180.03
2386,1162,2025-08-14,Doohickey,7,157.51
2387,1102,2024-09-22,Gadget Y,9,5.31
2388,4202,2023-02-17,Gadget Z,10,159.78
2389,3685,2022-09-25,Widget B,2,109.25
2390,2438,2025-09-16,Widget B,9,103.25
2391,342,2025-02-27,Doohickey,2,157.52
2392,8618,2022-08-14,Widget C,8,10.52
2393,9268,2023-12-24,Widget B,4,72.03
2394,2564,2025-07-31,Doohickey,5,32.91
2395,1694,2023-07-19,Widget C,4,133.95
2396,2654,2024-01-24,Widget C,10,13.37
2397,9580,2024-05-05,Widget B,3,73.36
2398,5564,2025-06-01,Gadget Z,5,47.74
2399,1409,2025-09-20,Gadget Y,7,25.67
2400,682,2024-07-08,Thingamajig,1,21.46
2401,7013,2025-06-02,Gadget Y,7,28.64
2402,5651,2025-04-21,Thingamajig,1,80.45
2403,8646,2025-03-16,Doohickey,5,198.33
2404,9314,2021-06-23,Thingamajig,9,194.67
2405,3784,2018-12-20,Thingamajig,4,197.58
2406,1100,2020-07-19,Doohickey,6,5.26
2407,9891,2023-09-13,Widget B,5,121.74
2408,5231,2025-05-28,Thingamajig,4,28.87
2409,5943,2022-05-19,Thingamajig,5,170.18
2410,5718,2024-12-22,Widget A,10,28.27
2411,6830,2025-09-03,Widget B,8,133.87
2412,7398,2021-06-05,Doohickey,9,198.03
2413,4130,2025-05-18,Widget C,5,23.00
2414,4052,2022-02-09,Doohickey,7,198.70
2415,5740,2021-05-26,Widget C,3,122.06
2416,9993,2025-05-30,Doohickey,1,133.24
2417,1134,2019-09-22,Widget B,10,184.09
2418,6945,2019-08-13,Doohickey,9,46.16
2419,5957,2018-05-04,Gadget Y,6,170.56
2420,9293,2023-08-25,Widget C,6,127.36
2421,4732,2025-10-03,Gadget Z,7,198.30
2422,2209,2024-07-12,Widget C,10,83.72
2423,4450,2017-08-02,Doohickey,8,62.25
2424,3823,2018-01-29,Widget B,3,43.54
2425,6635,2021-06-23,Widget A,7,37.37
2426,2025,2025-10-28,Widget A,5,149.03
2427,2616,2023-05-29,Gadget Z,10,180.77
2428,5622,2025-04-11,Thingamajig,1,148.00
2429,4735,2024-12-01,Widget C,1,123.73
2430,3437,2024-07-16,Doohickey,9,124.59
2431,2356,2024-04-06,Widget B,8,197.76
2432,1935,2024-05-10,Widget C,7,128.86
2433,1483,2023-04-29,Doohickey,2,171.21
2434,4882,2025-10-07,Widget B,8,175.95
2435,6641,2019-11-20,Doohickey,1,5.32
2436,7916,2025-05-01,Widget C,7,94.55
2437,4555,2018-01-12,Gadget X,9,93.34
2438,1029,2025-10-13,Gadget Y,6,33.67
2439,5660,2025-09-14,Doohickey,10,183.37
2440,9590,2024-12-26,Gadget Y,5,125.72
2441,4554,2024-01-29,Gadget X,10,177.50
2442,6558,2024-05-13,Thingamajig,1,65.18
2443,2519,2019-11-25,Widget A,9,173.89
2444,2579,2023-08-02,Widget A,9,196.99
2445,9163,2024-03-11,Gadget Z,5,9.92
2446,4111,2016-09-22,Gadget X,3,62.12
2447,3607,2019-06-10,Widget A,7,122.52
2448,9561,2025-09-22,Widget C,8,165.87
2449,7113,2025-03-13,Gadget Z,3,174.55
2450,3506,2020-10-04,Gadget Z,9,140.41
2451,280,2024-07-18,Widget C,2,165.66
2452,6766,2018-12-13,Doohickey,3,50.14
2453,3709,2024-12-29,Widget A,5,130.20
2454,6664,2024-07-14,Thingamajig,6,53.73
2455,8653,2018-03-14,Widget B,8,101.54
2456,4994,2024-07-14,Thingamajig,4,135.92
2457,835,2023-12-23,Widget A,3,166.77
2458,1423,2024-03-23,Gadget X,1,155.25
2459,2395,2021-05-19,Widget C,10,165.89
2460,8994,2024-10-01,Gadget Z,4,36.01
2461,6601,2025-08-29,Gadget X,6,26.37
2462,8543,2023-11-23,Widget C,10,60.21
2463,5272,2022-04-10,Thingamajig,3,142.16
2464,8880,2016-07-26,Gadget X,1,92.84
2465,5974,2019-05-29,Gadget X,7,97.15
2466,8221,2024-12-16,Gadget Y,8,94.13
2467,8662,2019-10-23,Widget C,8,111.81
2468,7665,2023-10-01,Gadget Y,7,50.94
2469,4255,2022-08-19,Thingamajig,6,72.45
2470,9649,2023-02-18,Gadget Y,4,49.07
2471,5127,2022-03-29,Widget C,3,143.87
2472,4909,2018-02-28,Gadget Y,4,122.08
2473,5581,2024-02-02,Gadget X,1,96.04
2474,5904,2025-08-29,Widget A,9,62.06
2475,6992,2024-05-15,Widget B,3,34.30
2476,447,2025-05-02,Widget C,3,26.50
2477,3439,2024-07-28,Widget B,5,23.07
2478,67,2021-05-05,Widget B,1,183.10
2479,8988,2021-03-03,Gadget X,6,179.15
2480,2615,2024-03-05,Widget B,2,141.66
2481,1217,2022-09-17,Widget B,6,89.01
2482,1814,2025-06-14,Widget C,1,143.71
2483,1535,2017-10-31,Gadget X,6,162.92
2484,736,2023-12-14,Doohickey,10,65.45
2485,4392,2023-05-13,Gadget X,6,155.89
2486,1733,2018-07-06,Widget A,7,177.05
2487,4248,2022-08-17,Gadget Y,8,190.24
2488,7036,2022-03-09,Gadget Y,2,52.39
2489,9027,2025-05-22,Doohickey,8,121.18
2490,8342,2023-08-31,Gadget Z,8,89.41
2491,786,2019-10-29,Widget A,10,196.15
2492,9459,2023-02-21,Widget B,8,139.10
2493,7572,2024-10-24,Thingamajig,5,149.92
2494,1868,2024-04-27,Widget C,1,34.92
2495,2643,2024-08-16,Widget C,1,111.34
2496,6714,2024-09-06,Gadget Z,2,7.10
2497,3150,2019-11-16,Gadget X,9,63.45
2498,1817,2024-01-20,Gadget Z,4,162.35
2499,4930,2024-10-21,Gadget Y,3,192.80
2500,3519,2024-06-24,Widget B,5,78.52
2501,8056,2023-03-20,Widget B,3,75.33
2502,3506,2020-01-07,Gadget Z,5,9.93
2503,7238,2023-04-07,Widget C,2,182.72
2504,4805,2018-07-30,Widget A,9,61.78
2505,1059,2022-04-16,Widget A,7,78.35
2506,427,2023-07-22,Doohickey,3,160.56
2507,6697,2024-03-30,Widget B,4,38.30
2508,5140,2024-09-01,Widget C,2,83.71
2509,9701,2024-10-11,Gadget Y,4,82.46
2510,4767,2024-09-14,Doohickey,2,144.24
2511,9841,2023-08-09,Widget A,6,73.23
2512,7039,2022-09-30,Gadget Z,6,187.76
2513,4386,2025-10-07,Widget B,4,167.04
2514,4883,2025-03-21,Gadget X,2,67.24
2515,8626,2025-09-16,Thingamajig,3,160.32
2516,4256,2025-10-24,Gadget X,5,67.11
2517,1739,2021-09-06,Doohickey,8,47.54
2518,9106,2023-02-27,Gadget X,7,44.68
2519,8314,2023-11-10,Gadget Y,4,39.10
2520,2431,2025-06-02,Widget C,10,122.06
2521,4893,2023-01-09,Gadget Y,3,112.26
2522,6203,2024-04-04,Thingamajig,5,50.51
2523,415,2020-01-13,Widget C,7,39.71
2524,9414,2024-09-30,Thingamajig,10,45.41
2525,7249,2023-07-21,Gadget Y,7,30.20
2526,5165,2023-08-01,Gadget Z,8,183.66
2527,9137,2025-07-09,Widget B,9,136.41
2528,3776,2022-12-07,Gadget X,2,85.57
2529,5404,2025-06-08,Thingamajig,7,167.49
2530,4292,2019-04-16,Widget C,1,149.05
2531,9575,2024-08-26,Widget C,8,51.81
2532,2952,2023-08-15,Gadget Y,3,10.63
2533,6770,2025-03-03,Widget B,9,87.93
2534,432,2025-06-22,Widget C,1,52.49
2535,6709,2017-03-08,Gadget Z,1,70.36
2536,7058,2021-07-09,Doohickey,2,28.60
2537,8153,2023-12-14,Widget B,4,139.37
2538,8612,2025-07-02,Widget A,10,107.04
2539,8963,2023-09-22,Thingamajig,5,30.55
2540,7022,2025-06-17,Gadget X,8,85.51
2541,5493,2022-11-24,Doohickey,8,11.90
2542,9515,2024-09-29,Widget C,4,103.85
2543,8985,2025-07-17,Widget B,1,119.56
2544,2549,2023-04-13,Thingamajig,8,108.04
2545,9960,2024-12-20,Widget C,3,134.24
2546,7393,2019-11-08,Gadget Y,4,117.96
2547,7896,2021-07-27,Gadget X,8,172.50
2548,9375,2025-04-07,Gadget X,8,63.47
2549,8936,2020-05-02,Gadget Y,2,184.36
2550,3358,2025-09-06,Thingamajig,8,75.77
2551,5684,2021-05-14,Widget C,7,95.31
2552,8813,2024-11-03,Widget B,2,15.27
2553,5417,2024-08-03,Thingamajig,7,143.84
2554,8078,2020-02-23,Widget C,9,139.89
2555,3420,2024-03-12,Gadget X,6,182.48
2556,6519,2025-07-30,Gadget Y,2,6.45
2557,4693,2021-03-04,Gadget Z,9,70.75
2558,7327,2022-01-09,Doohickey,3,45.65
2559,4576,2023-10-23,Gadget Y,6,184.89
2560,520,2025-03-09,Widget C,6,86.16
2561,7656,2020-10-07,Doohickey,2,92.50
2562,1730,2023-12-18,Gadget X,2,73.22
2563,7632,2021-07-23,Gadget Y,3,78.11
2564,2958,2025-06-10,Gadget Z,7,69.91
2565,3617,2022-06-11,Gadget X,2,146.03
2566,2903,2024-05-21,Gadget Z,9,14.64
2567,6110,2025-09-07,Gadget Y,2,128.70
2568,1384,2023-08-26,Widget C,4,62.55
2569,1783,2023-02-10,Doohickey,1,168.98
2570,6484,2025-06-10,Gadget Z,6,105.73
2571,3548,2022-01-17,Widget C,7,117.94
2572,9396,2018-11-29,Thingamajig,8,40.31
2573,1219,2025-04-02,Gadget Y,3,89.37
2574,5705,2021-04-15,Widget C,9,137.10
2575,5134,2024-10-26,Widget A,5,83.55
2576,2095,2025-04-20,Thingamajig,10,82.10
2577,9016,2024-10-17,Gadget X,8,99.79
2578,9386,2025-05-21,Thingamajig,9,180.13
2579,3829,2020-06-06,Widget B,7,59.79
2580,5209,2024-05-31,Doohickey,7,165.15
2581,7670,2019-05-09,Widget A,1,96.04
2582,8531,2021-12-12,Thingamajig,2,78.78
2583,7154,2024-10-14,Gadget X,7,19.13
2584,7232,2024-08-07,Gadget Y,9,60.72
2585,4580,2023-06-22,Widget C,2,191.37
2586,7444,2022-06-20,Thingamajig,1,189.87
2587,9862,2024-09-27,Gadget Z,8,184.20
2588,1002,2024-10-13,Thingamajig,8,167.86
2589,5508,2024-06-07,Gadget Z,1,129.96
2590,38,2025-10-28,Gadget X,4,142.28
2591,4089,2022-07-06,Gadget X,2,179.88
2592,2040,2025-02-10,Widget B,2,34.52
2593,7919,2018-02-20,Thingamajig,7,181.85
2594,1182,2022-03-05,Doohickey,5,129.49
2595,4789,2024-08-19,Thingamajig,5,101.77
2596,5887,2024-06-08,Doohickey,4,57.06
2597,8709,2025-07-22,Gadget X,9,52.39
2598,5473,2023-01-15,Gadget Y,1,98.81
2599,2528,2020-05-25,Widget C,6,93.03
2600,7345,2023-04-09,Gadget Y,9,177.68
2601,2415,2023-12-16,Doohickey,3,163.49
2602,4299,2025-10-23,Doohickey,4,153.19
2603,7369,2020-08-26,Widget A,8,95.13
2604,9842,2024-05-31,Gadget X,1,93.30
2605,4635,2025-09-08,Widget A,10,180.76
2606,9353,2024-12-15,Thingamajig,9,169.32
2607,7141,2023-10-21,Widget B,4,159.17
2608,1393,2022-12-12,Gadget Y,8,162.71
2609,2024,2024-08-15,Widget B,1,176.52
2610,5209,2024-08-03,Gadget X,8,90.21
2611,5932,2021-08-07,Gadget Z,10,158.90
2612,9967,2025-07-20,Thingamajig,4,92.85
2613,522,2024-07-21,Thingamajig,5,139.81
2614,8571,2021-07-05,Gadget Z,8,121.93
2615,9288,2020-12-05,Doohickey,5,174.07
2616,9714,2025-09-20,Doohickey,4,186.68
2617,1572,2025-02-14,Widget C,10,187.97
2618,2801,2020-12-08,Widget B,4,87.28
2619,5750,2023-07-14,Doohickey,2,135.70
2620,1780,2024-10-01,Doohickey,4,61.20
2621,1288,2025-01-06,Widget B,10,57.57
2622,24,2017-04-13,Doohickey,8,131.85
2623,396,2017-12-23,Widget C,8,131.08
2624,926,2025-10-24,Widget A,2,6.08
2625,3429,2025-03-26,Thingamajig,2,26.51
2626,999,2025-08-20,Gadget X,2,147.13
2627,1514,2024-04-14,Widget B,4,176.84
2628,7148,2025-05-14,Widget A,8,177.78
2629,1249,2023-11-10,Widget C,7,9.03
2630,5992,2023-02-27,Gadget X,2,160.90
2631,4156,2024-05-28,Doohickey,2,173.89
2632,6495,2025-10-19,Widget B,3,98.03
2633,1540,2022-12-29,Widget C,7,188.72
2634,9461,2023-12-15,Gadget Z,10,31.00
2635,6581,2021-10-30,Gadget Y,3,11.68
2636,7805,2023-04-15,Gadget X,10,188.31
2637,3470,2024-12-06,Widget A,5,138.72
2638,9165,2022-10-21,Widget A,5,191.93
2639,9358,2018-07-26,Thingamajig,7,46.39
2640,7058,2023-03-17,Gadget Z,9,63.35
2641,851,2019-10-30,Widget B,8,195.94
2642,8307,2024-06-19,Thingamajig,6,94.85
2643,6206,2023-02-12,Gadget Y,3,46.87
2644,649,2023-07-14,Gadget Z,10,97.52
2645,8830,2020-01-27,Widget C,10,75.62
2646,7404,2024-11-14,Thingamajig,5,61.83
2647,9002,2019-02-06,Gadget Z,2,124.93
2648,7007,2021-08-19,Gadget Z,6,97.37
2649,8112,2025-06-20,Thingamajig,8,126.73
2650,2527,2025-07-03,Widget B,8,72.41
2651,6013,2021-07-21,Widget C,10,184.72
2652,3396,2025-05-10,Widget C,4,87.64
2653,7564,2022-10-20,Doohickey,4,151.46
2654,9781,2016-06-01,Gadget Y,8,182.36
2655,8818,2022-01-10,Gadget X,7,75.63
2656,936,2024-12-03,Gadget Y,2,21.88
2657,5951,2024-02-04,Doohickey,6,91.26
2658,75,2023-11-25,Doohickey,7,41.12
2659,3560,2019-09-03,Thingamajig,8,73.45
2660,2437,2025-06-20,Gadget Y,1,140.50
2661,6649,2020-04-22,Doohickey,5,120.33
2662,5415,2020-04-11,Gadget Z,3,33.75
2663,7007,2020-01-21,Thingamajig,10,104.73
2664,2106,2021-09-13,Widget C,9,151.41
2665,8783,2021-04-15,Widget A,5,143.89
2666,6239,2022-11-01,Gadget Y,5,130.42
2667,2245,2025-03-29,Doohickey,7,89.57
2668,9640,2024-02-17,Widget C,2,132.18
2669,8539,2023-04-22,Widget B,6,17.15
2670,2684,2025-10-14,Doohickey,9,69.82
2671,1167,2024-11-18,Widget A,8,147.93
2672,5774,2021-08-11,Widget C,10,81.27
2673,610,2018-09-22,Thingamajig,1,15.55
2674,2160,2019-07-02,Gadget Z,1,171.38
2675,5094,2024-04-28,Gadget Y,2,72.33
2676,8279,2025-10-14,Gadget Y,5,118.96
2677,8134,2023-12-21,Widget B,10,193.74
2678,3237,2025-08-22,Widget C,7,147.73
2679,3354,2025-08-08,Doohickey,7,69.21
2680,6799,2022-09-28,Thingamajig,1,156.38
2681,9707,2021-06-29,Gadget Y,6,14.70
2682,6498,2023-02-17,Thingamajig,5,196.39
2683,9608,2017-06-29,Gadget X,9,116.72
2684,2505,2022-06-08,Gadget X,7,92.82
2685,1292,2022-05-05,Gadget Z,10,137.39
2686,3159,2025-05-06,Widget B,1,108.18
2687,5919,2025-01-14,Gadget X,3,73.52
2688,9702,2020-03-21,Gadget Y,1,7.69
2689,1792,2025-09-22,Thingamajig,6,74.49
2690,1467,2024-04-13,Widget B,5,163.55
2691,7884,2020-08-22,Gadget Y,8,131.36
2692,6917,2023-09-05,Widget B,10,171.96
2693,416,2023-05-22,Gadget X,5,144.39
2694,2209,2025-02-03,Gadget X,2,48.67
2695,7556,2022-01-24,Widget A,7,19.29
2696,8424,2019-06-05,Widget C,1,187.48
2697,7284,2024-05-01,Widget B,10,27.80
2698,8976,2021-07-10,Gadget X,4,177.89
2699,36,2024-10-20,Doohickey,4,85.14
2700,834,2021-12-07,Gadget X,9,20.61
2701,8315,2021-10-24,Gadget X,3,146.13
2702,6608,2024-08-24,Doohickey,3,102.40
2703,1856,2022-12-28,Widget A,3,116.84
2704,3425,2023-07-20,Widget A,7,76.93
2705,3048,2025-06-21,Doohickey,1,196.80
2706,4682,2024-06-15,Gadget Z,9,147.25
2707,9288,2025-06-04,Gadget Y,1,78.35
2708,6204,2025-09-14,Gadget Y,7,68.63
2709,8806,2024-11-13,Doohickey,8,65.82
2710,5639,2022-07-19,Doohickey,9,170.84
2711,9556,2024-03-16,Gadget X,5,46.57
2712,7749,2024-10-29,Gadget X,2,113.05
2713,5447,2022-02-19,Doohickey,1,98.08
2714,5843,2024-09-27,Widget C,5,145.45
2715,8413,2025-03-06,Widget A,6,158.26
2716,1702,2022-07-06,Widget A,3,180.22
2717,1190,2024-05-02,Gadget Z,1,116.17
2718,6349,2025-05-14,Gadget X,2,149.56
2719,4937,2024-02-10,Gadget Z,1,184.51
2720,6839,2023-06-23,Doohickey,5,30.97
2721,486,2022-09-15,Gadget X,6,180.24
2722,9836,2025-05-19,Gadget X,2,149.65
2723,1331,2024-04-27,Doohickey,10,24.01
2724,9045,2025-06-21,Gadget Y,5,73.60
2725,3468,2024-07-31,Widget B,2,175.66
2726,2872,2024-07-11,Thingamajig,3,8.57
2727,1924,2025-01-28,Widget C,9,189.52
2728,746,2024-12-08,Thingamajig,4,88.06
2729,4107,2021-03-22,Widget B,1,199.39
2730,1936,2025-07-04,Gadget X,5,51.47
2731,1054,2025-01-13,Widget C,4,21.54
2732,5309,2025-04-20,Gadget Y,8,111.14
2733,491,2021-11-09,Widget C,3,122.90
2734,6797,2025-07-17,Gadget Y,8,124.48
2735,9617,2025-03-01,Widget A,3,74.43
2736,5627,2025-09-03,Widget B,4,17.05
2737,6861,2022-01-31,Thingamajig,6,14.67
2738,5531,2022-09-25,Thingamajig,7,142.03
2739,9651,2023-03-24,Gadget X,2,186.36
2740,8647,2023-06-27,Widget C,10,177.53
2741,3018,2024-10-13,Doohickey,4,84.64
2742,4744,2017-09-08,Thingamajig,2,68.24
2743,3548,2019-04-22,Gadget Y,2,55.47
2744,2555,2017-07-07,Thingamajig,3,104.44
2745,6779,2025-05-06,Widget B,4,58.18
2746,2682,2024-12-21,Gadget X,2,58.67
2747,9569,2023-07-25,Doohickey,1,50.74
2748,1385,2023-04-03,Widget A,5,10.56
2749,841,2024-10-11,Doohickey,9,30.04
2750,8632,2022-03-06,Widget A,3,131.62
2751,3444,2025-04-16,Gadget Z,3,100.38
2752,3676,2022-11-05,Widget A,1,164.93
2753,7430,2024-12-23,Gadget Z,3,121.13
2754,8435,2022-07-12,Widget B,10,7.82
2755,6809,2021-01-25,Doohickey,1,55.96
2756,4789,2022-12-12,Gadget Y,1,151.66
2757,9825,2024-04-25,Gadget X,3,28.42
2758,3098,2025-04-30,Gadget Y,2,22.51
2759,4801,2019-06-21,Doohickey,1,194.97
2760,6275,2025-08-31,Widget B,6,46.86
2761,9718,2019-10-31,Widget C,5,24.48
2762,767,2024-11-23,Doohickey,9,160.87
2763,9844,2022-12-25,Gadget X,10,138.08
2764,5036,2024-07-17,Doohickey,10,126.44
2765,7893,2024-03-30,Gadget Z,7,188.97
2766,8384,2022-08-31,Doohickey,3,30.91
2767,9779,2024-10-14,Widget C,10,151.72
2768,5623,2024-08-24,Widget C,6,181.96
2769,6913,2025-10-25,Gadget Z,9,78.49
2770,759,2024-03-07,Widget B,4,89.63
2771,5707,2022-07-26,Gadget X,5,189.88
2772,8894,2024-01-15,Gadget X,10,31.27
2773,7827,2023-09-03,Widget C,1,74.72
2774,7100,2023-10-21,Widget B,7,191.03
2775,6607,2023-11-09,Doohickey,9,53.28
2776,8229,2021-12-17,Widget C,4,109.74
2777,3926,2025-01-25,Widget C,7,178.05
2778,710,2020-11-12,Gadget Y,3,195.41
2779,2952,2019-12-13,Widget B,5,168.13
2780,7206,2018-11-11,Widget B,3,66.35
2781,757,2025-07-28,Widget A,6,188.00
2782,3485,2023-11-14,Widget B,8,55.65
2783,3518,2025-01-22,Widget C,4,9.55
2784,9446,2024-03-07,Thingamajig,9,9.99
2785,3625,2020-03-07,Widget B,9,23.14
